0	13	0,1,2,3,4,5,6,7,8,10,11,12,13,17,19,21,31,30,9,27,28,32,16,33,24,25,23,14,15,18,20,22,29,26;
0.7	35.4333	0,1,2,3,5,6,8,11,12,13,17,21,31,27,32,33,24,25,23,20,29;4,10;7;19;30;9;28;16;14;15;18;22;26;
1.4	28.64	0,2,3,13,31,27,32,33,24,25,23,22;1,7,19,21;4,5,6,10,16;8,30;11;12;17;9;28;14;15;18;20;29,26;
2.1	46.55	0,1,2,4,5,10,11,13,31,32,33,25,23,29;3,7,12;6,16;8,30;17;19;21;27,24;28;14;15;20;22;9;18;26;
2.8	26.5	0,1,4,5,6,11,10,16;2,8,32,31,23,25;3,7,12;13,33;30;27,24;15;22;14;20;29,26;17;19;21;28;9;18;
3.5	15.6667	0;1,13,7;2,8,33,27,15;3;4;5,6;11;12;10;16;30;32,31,29;23,25;22;14;20;24;26;17;19;21;28;9;18;
4.2	6.1	0,1,2,8;13;7;33,32,23,25;31;27;15;29;26;3;4;5,6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
4.9	4.85	0;2,1,8;13;7;33,32,23,25;31;27;15;29;26;3;4;5,6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
5.6	0	0;2,1;8;13;7;33;32;23;25,31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
6.3	0	0;2;1;8;13;7;33;32;23;25,31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
7	0	0;2;1;8;13;7;33;32;23;25,31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
