0.0	-	33,32,31,30,19,18,17,16,15,14,13,12,11,10,9,29,8,28,7,6,27,5,26,4,25,24,3,2,23,1,22,21,0,20
0.7	-	18;26,29;6,5,4,10,16;13,3,2,1,0,7;21;14;17;11;20;22;33,32,31,30,27,25,24,23,8,15;9;19;12;28
1.4	-	25,24,31;12;17;26,29;13,3,2,1,0,7;28;21;4,10;19;27,23,33,32,30,8;14;22;11;20;15;18;6,5,16;9
2.1	-	25,31;19;13,3,2,1,0,7;21;15;28;22;23,33,32,29;26;18;6,5,16;4,10;20;12;17;9;27,24;14;11;30,8
2.8	-	17;27,24;11;28;13,3,2,1,0;18;22;9;12;23,33,32;19;25,31;4,10;15;30,8;20;21;7;6,5,16;14;26,29
3.5	-	26,29;11;25,31;19;8;14;27;23,33,32;15;4;3;17;22;18;13,2,1,0;12;16;6,5;30;10;28;24;21;7;20;9
4.2	-	19;30;23,33,32;25,31;14;9;22;27;12;8;11;7;29;3;18;24;20;15;13;26;17;6,5;2,1,0;10;21;4;16;28
4.9	-	6,5;11;9;10;30;33;25,31;23,32;22;3;26;16;7;29;4;28;27;20;12;19;13;8;21;14;17;0;24;18;2,1;15
5.6	-	33;8;24;21;28;5;12;6;9;23;19;13;2,1;25,31;14;4;20;18;29;10;22;30;26;16;11;27;3;15;32;17;0;7
6.3	-	16;26;8;20;2;21;29;33;23;6;10;15;13;3;7;28;32;22;5;9;14;0;25,31;18;1;17;4;11;24;19;30;27;12
7.0	-	0;5;26;9;11;2;4;16;22;18;7;17;21;13;33;25;24;23;30;12;10;6;32;20;3;29;8;14;1;31;27;19;28;15
