0	0	0,1,2,3,4,5,6,7,8,10,11,12,13,17,19,21,31,30,9,27,28,32,16,33,24,25,23,14,15,18,20,22,29,26;
1	85	0,1,2,3,7,13;4;5,6;8;10;11;17;19;21;31,27,32,33,25,23,15;30;28;12;16;24;14;20;22;29;9;18;26;
2	45	0,1,2,3,13,7;4;5,6;11;8;12;10;16;33,32,31,27,23,25;30;15;22;14;20;29;24;26;17;19;21;28;9;18;
3	19	0,1,2,13;7;8;33,32,31,23,25;27;15;29;26;3;4;5,6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
4	6	0,2;1;8;13;7;33,32;23;25,31;27;15;29;26;3;4;5,6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
5	0	0;2,1;8;13;7;33;32;23;25,31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
6	0	0;2;1;8;13;7;33;32;23;25,31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
7	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
8	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
9	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
10	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
11	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
12	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
13	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
14	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
15	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
16	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
17	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
18	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
19	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
20	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
21	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
22	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
23	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
24	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
25	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
26	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
27	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
28	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
29	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
30	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
31	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
32	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
33	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
34	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
35	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
36	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
37	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
38	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
39	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
40	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
41	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
42	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
43	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
44	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
45	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
46	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
47	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
48	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
49	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
50	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
51	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
52	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
53	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
54	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
55	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
56	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
57	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
58	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
59	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
60	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
61	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
62	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
63	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
64	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
65	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
66	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
67	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
68	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
69	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
70	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
71	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
72	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
73	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
74	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
75	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
76	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
77	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
78	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
79	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
80	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
81	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
82	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
83	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
84	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
85	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
86	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
87	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
88	0	0;2;1;8;13;7;33;32;23;25;31;27;15;29;26;3;4;5;6;11;12;10;16;30;22;14;20;24;17;19;21;28;9;18;
